,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Total_Stops,Price,Duration_Hours,Duration_Min,Day_Of_Journey,Month_Of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min
7559,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3597,2,20,27,6,19,35,21,55
7560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3841,2,35,15,5,6,55,9,30
7561,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9899,7,5,12,6,16,30,23,35
7562,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13587,9,15,9,6,2,15,11,30
7563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,2,30,9,6,19,55,22,25
7564,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2227,1,30,6,5,21,20,22,50
7565,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4937,1,20,3,3,6,20,7,40
7566,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9319,5,45,24,3,5,35,11,20
7567,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14151,8,25,12,5,9,35,18,0
7568,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14714,6,0,9,6,13,0,19,0
7569,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,3,0,3,5,17,45,20,45
7570,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11982,2,20,3,5,17,45,20,5
7571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4990,2,55,12,4,18,25,21,20
7572,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9103,8,25,21,5,10,35,19,0
7573,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6300,2,35,12,3,9,30,12,5
7574,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14441,7,5,24,6,5,30,12,35
7575,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8366,9,5,12,6,9,25,18,30
7576,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7317,6,20,18,5,15,45,22,5
7577,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3898,2,55,24,3,7,45,10,40
7578,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14714,20,10,1,6,22,50,19,0
7579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3841,2,25,18,6,9,0,11,25
7580,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15373,10,15,1,5,9,0,19,15
7581,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,11222,26,50,9,5,8,20,11,10
7582,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7155,14,20,24,6,4,55,19,15
7583,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15200,10,20,9,3,15,15,1,35
7584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7832,13,0,21,3,18,40,7,40
7585,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6593,5,0,3,6,16,0,21,0
7586,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,13007,27,30,6,5,7,0,10,30
7587,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15400,8,55,6,3,9,55,18,50
7588,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6528,24,0,9,6,14,35,14,35
7589,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10368,26,55,24,6,9,40,12,35
7590,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6162,16,5,24,4,4,55,21,0
7591,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17261,18,55,6,3,14,5,9,0
7592,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7064,28,15,1,4,16,30,20,45
7593,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13882,24,50,9,6,11,45,12,35
7594,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6216,3,10,3,6,14,40,17,50
7595,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19644,7,20,18,5,11,40,19,0
7596,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4544,2,55,9,5,15,15,18,10
7597,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3384,2,25,27,3,14,40,17,5
7598,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4804,2,30,6,6,15,15,17,45
7599,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10031,23,55,24,3,19,45,19,40
7600,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8586,11,5,12,5,21,10,8,15
7601,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7832,6,15,21,3,7,0,13,15
7602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10027,16,5,24,5,17,0,9,5
7603,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2754,1,25,18,3,12,0,13,25
7604,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12767,20,25,21,3,8,0,4,25
7605,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8777,7,35,9,5,16,40,0,15
7606,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7870,5,10,24,6,14,25,19,35
7607,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,9416,23,10,12,6,12,0,11,10
7608,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2175,1,30,6,5,22,45,0,15
7609,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9646,12,45,24,6,9,45,22,30
7610,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13731,8,40,24,5,20,0,4,40
7611,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11552,36,10,6,3,7,5,19,15
7612,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10783,38,35,18,3,8,50,23,25
7613,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11467,21,25,1,5,17,0,14,25
7614,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8879,12,15,3,6,7,0,19,15
7615,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6795,12,40,6,6,12,50,1,30
7616,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14871,8,0,3,3,7,30,15,30
7617,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,34503,10,30,3,3,15,5,1,35
7618,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10975,26,20,15,6,7,5,9,25
7619,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,15170,13,25,24,5,9,50,23,15
7620,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7001,24,0,1,5,14,35,14,35
7621,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8576,9,5,18,5,9,25,18,30
7622,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15129,8,55,9,5,19,30,4,25
7623,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4823,2,50,9,4,8,30,11,20
7624,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,13,20,21,5,6,30,19,50
7625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8085,24,0,9,6,20,20,20,20
7626,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20747,34,5,3,3,18,20,4,25
7627,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10203,15,25,6,5,17,30,8,55
7628,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12898,23,15,21,5,19,45,19,0
7629,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13941,25,45,12,5,6,30,8,15
7630,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7503,10,25,18,5,10,35,21,0
7631,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14714,10,0,1,6,9,0,19,0
7632,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5054,4,35,24,6,7,35,12,10
7633,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8722,2,55,15,3,20,55,23,50
7634,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,8586,27,35,6,5,6,30,10,5
7635,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5228,2,50,9,6,21,5,23,55
7636,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3100,1,30,9,5,13,55,15,25
7637,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6541,3,15,1,6,5,35,8,50
7638,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8266,8,55,21,5,10,20,19,15
7639,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6628,6,55,3,6,18,35,1,30
7640,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9663,12,10,21,5,16,30,4,40
7641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9899,6,5,12,6,16,30,22,35
7642,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6223,16,25,27,3,4,55,21,20
7643,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5380,5,15,9,6,15,15,20,30
7644,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7740,13,30,6,6,7,30,21,0
7645,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9899,13,20,12,6,6,30,19,50
7646,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5198,2,55,18,5,11,10,14,5
7647,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9254,23,0,27,3,5,25,4,25
7648,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14388,20,0,18,5,14,5,10,5
7649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8137,25,55,6,5,7,10,9,5
7650,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13591,23,0,9,5,20,15,19,15
7651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8479,7,15,12,5,11,35,18,50
7652,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,23,20,15,5,18,55,18,15
7653,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,10203,26,55,12,6,17,30,20,25
7654,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6938,8,10,12,6,14,20,22,30
7655,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9646,12,45,15,6,9,45,22,30
7656,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6593,5,0,1,6,16,0,21,0
7657,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9125,2,15,1,3,7,5,9,20
7658,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7670,10,15,15,5,15,15,1,30
7659,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,15894,8,45,6,6,14,30,23,15
7660,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5608,7,15,15,5,10,20,17,35
7661,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5842,5,55,21,5,7,25,13,20
7662,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4466,4,30,27,3,8,45,13,15
7663,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3597,2,20,24,6,13,15,15,35
7664,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13555,11,20,18,3,11,40,23,0
7665,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10979,9,15,3,6,10,0,19,15
7666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15129,13,30,18,5,5,30,19,0
7667,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5674,3,0,21,3,14,10,17,10
7668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5613,2,50,27,4,9,45,12,35
7669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5725,2,20,24,3,22,20,0,40
7670,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10067,2,50,9,3,16,55,19,45
7671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4885,2,50,12,4,9,30,12,20
7672,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7690,27,20,9,6,6,5,9,25
7673,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8258,5,5,3,3,20,30,1,35
7674,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7408,14,0,12,6,7,0,21,0
7675,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,12,20,24,5,8,25,20,45
7676,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8728,26,40,21,3,16,10,18,50
7677,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5894,9,35,24,6,11,25,21,0
7678,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4435,2,35,12,3,20,45,23,20
7679,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4050,1,25,21,5,2,55,4,20
7680,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4174,2,35,15,4,22,15,0,50
7681,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5957,23,40,27,3,9,45,9,25
7682,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12692,28,5,9,6,17,0,21,5
7683,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7303,2,50,24,3,16,55,19,45
7684,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6117,16,5,1,5,19,0,11,5
7685,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6015,3,15,12,5,5,35,8,50
7686,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,11642,20,10,9,6,9,25,5,35
7687,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7564,12,35,18,5,6,40,19,15
7688,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4823,3,0,24,4,16,55,19,55
7689,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6442,11,5,27,6,5,5,16,10
7690,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6327,16,5,9,6,19,0,11,5
7691,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7416,22,30,27,3,9,45,8,15
7692,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14588,24,30,27,5,7,10,7,40
7693,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7198,15,30,12,6,10,0,1,30
7694,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8669,12,15,27,6,7,0,19,15
7695,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6093,14,20,9,6,6,40,21,0
7696,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,15107,22,0,9,5,14,30,12,30
7697,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8372,22,40,18,5,9,0,7,40
7698,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7064,14,10,1,4,8,25,22,35
7699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12732,15,45,24,3,7,10,22,55
7700,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3597,2,20,27,6,17,45,20,5
7701,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7303,3,0,24,3,8,30,11,30
7702,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,10991,14,35,6,6,5,50,20,25
7703,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10321,24,50,9,3,10,30,11,20
7704,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,6,6,13,0,15,50
7705,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5636,5,15,21,5,7,15,12,30
7706,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4268,4,50,9,4,15,15,20,5
7707,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13014,13,30,9,6,5,30,19,0
7708,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13727,12,0,9,5,9,0,21,0
7709,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4174,2,30,9,4,15,15,17,45
7710,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10493,7,15,27,3,12,0,19,15
7711,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6794,10,25,21,5,10,35,21,0
7712,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7228,5,15,12,5,21,0,2,15
7713,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26890,11,25,1,3,7,0,18,25
7714,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7038,9,0,1,6,7,10,16,10
7715,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,7064,25,45,1,4,6,30,8,15
7716,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10031,26,15,24,3,21,10,23,25
7717,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9663,8,40,6,5,20,0,4,40
7718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4483,2,50,1,5,23,55,2,45
7719,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5769,3,0,3,6,8,20,11,20
7720,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4804,2,30,24,4,15,15,17,45
7721,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4145,2,35,15,5,20,45,23,20
7722,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4880,2,35,18,5,20,45,23,20
7723,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3543,2,15,6,6,9,45,12,0
7724,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27992,12,25,1,3,8,55,21,20
7725,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7191,13,30,9,5,7,30,21,0
7726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5403,2,40,1,4,7,0,9,40
7727,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15812,7,20,9,6,11,40,19,0
7728,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4544,3,0,9,4,19,50,22,50
7729,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11410,5,40,3,6,16,45,22,25
7730,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4332,2,25,3,5,11,35,14,0
7731,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4544,3,0,15,4,17,45,20,45
7732,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4226,4,0,24,5,6,20,10,20
7733,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4145,2,35,3,6,20,45,23,20
7734,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14848,9,15,27,6,10,0,19,15
7735,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3419,2,55,3,4,0,30,3,25
7736,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7229,3,0,24,3,18,55,21,55
7737,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5830,4,30,3,6,8,45,13,15
7738,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10972,17,35,18,3,14,5,7,40
7739,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14231,13,15,24,3,18,55,8,10
7740,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,24,55,9,6,18,55,19,50
7741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11468,7,15,12,5,11,15,18,30
7742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4409,2,30,18,5,22,50,1,20
7743,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13376,22,0,27,6,14,35,12,35
7744,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4077,2,50,21,6,23,30,2,20
7745,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13067,11,30,9,5,9,35,21,5
7746,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4823,2,55,6,6,7,10,10,5
7747,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14817,12,25,9,3,6,50,19,15
7748,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4326,2,20,24,3,7,55,10,15
7749,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15603,14,0,3,3,7,0,21,0
7750,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,13885,30,30,24,3,16,45,23,15
7751,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17261,21,20,6,3,11,40,9,0
7752,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,15629,9,25,9,6,11,35,21,0
7753,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,6117,19,30,6,5,9,10,4,40
7754,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12819,29,20,24,6,23,5,4,25
7755,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13377,7,15,27,5,18,15,1,30
7756,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26890,8,15,1,3,7,0,15,15
7757,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3419,2,55,15,5,0,30,3,25
7758,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,14960,13,25,15,5,9,50,23,15
7759,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11185,1,15,3,3,19,30,20,45
7760,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8372,24,15,27,5,19,0,19,15
7761,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,10,20,6,6,2,15,12,35
7762,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,11542,20,55,12,6,16,50,13,45
7763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4649,5,15,3,4,15,5,20,20
7764,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5678,1,30,9,3,19,40,21,10
7765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3971,2,50,1,6,9,30,12,20
7766,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7878,9,0,3,6,7,10,16,10
7767,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13014,13,30,27,6,5,30,19,0
7768,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4423,2,45,1,5,6,5,8,50
7769,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10262,14,25,1,6,14,0,4,25
7770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4668,2,50,27,5,9,45,12,35
7771,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10844,21,5,21,5,21,10,18,15
7772,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10368,18,45,24,6,9,40,4,25
7773,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4591,2,50,21,4,10,10,13,0
7774,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7191,6,55,6,5,18,35,1,30
7775,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9794,6,35,18,5,6,0,12,35
7776,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3943,2,50,1,6,4,0,6,50
7777,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13626,5,30,12,6,6,30,12,0
7778,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9663,13,20,12,5,20,0,9,20
7779,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6093,9,0,15,6,7,10,16,10
